date,actual_kop_price,las_price,pred_naive_ratio1,pred_global_ratio,pred_rolling_ratio,global_ratio_used,rolling_ratio_used
2026-03-12,820.0,925.0,925.0,859.9326842148132,792.8571428571428,0.9296569559079062,0.8571428571428571
2026-03-13,800.0,950.0,950.0,883.1450912250217,814.2857142857142,0.9296264118158123,0.8571428571428571
2026-03-14,800.0,940.0,940.0,873.4821058611241,804.3154761904761,0.929236282830983,0.8556547619047619
2026-03-17,775.0,900.0,900.0,835.9615384615385,767.9815573770492,0.9288461538461539,0.8533128415300546
2026-03-18,770.0,900.0,900.0,835.8379120879122,770.0892857142857,0.9287087912087912,0.8556547619047619
2026-03-20,800.0,890.0,890.0,826.4285714285714,762.1507936507936,0.9285714285714286,0.8563492063492063
2026-03-23,850.0,900.0,900.0,835.7142857142858,770.7142857142857,0.9285714285714286,0.8563492063492063
2026-03-24,750.0,920.0,920.0,854.2857142857143,787.8412698412698,0.9285714285714286,0.8563492063492063
2026-03-25,750.0,900.0,900.0,835.7142857142858,769.375,0.9285714285714286,0.8548611111111111
2026-04-04,850.0,910.0,910.0,845.0,776.5146857923497,0.9285714285714286,0.8533128415300546
2026-04-06,850.0,950.0,950.0,882.1428571428572,812.1180555555555,0.9285714285714286,0.8548611111111111
2026-04-07,900.0,850.0,850.0,789.2857142857143,727.8968253968253,0.9285714285714286,0.8563492063492063
2026-04-08,925.0,800.0,800.0,742.8571428571429,686.6071428571429,0.9285714285714286,0.8582589285714286
2026-04-09,875.0,800.0,800.0,742.8571428571429,686.6071428571429,0.9285714285714286,0.8582589285714286
2026-04-10,750.0,810.0,810.0,752.2541208791209,696.796875,0.9287087912087912,0.8602430555555556
2026-04-11,810.0,775.0,775.0,719.6428571428572,668.3396464646465,0.9285714285714286,0.8623737373737375
2026-04-13,875.0,750.0,750.0,696.5315934065934,649.3353344768439,0.9287087912087912,0.8657804459691252
2026-04-15,725.0,651.0,651.0,604.6788461538462,565.3070012950183,0.9288461538461539,0.8683671294854352
2026-04-16,750.0,650.0,650.0,604.003583840139,564.9718581195935,0.929236282830983,0.869187474030144
2026-04-17,700.0,1000.0,1000.0,929.6264118158123,869.5652173913044,0.9296264118158123,0.8695652173913043
2026-04-20,750.0,1051.0,1051.0,976.6273332553632,913.9130434782609,0.929236282830983,0.8695652173913043
2026-04-21,700.0,1000.0,1000.0,928.8461538461539,869.5652173913044,0.9288461538461539,0.8695652173913043
2026-04-22,725.0,1051.0,1051.0,976.0729395604396,913.5160352056813,0.9287087912087912,0.869187474030144
2026-04-23,750.0,1025.0,1025.0,951.7857142857143,890.9171608808975,0.9285714285714286,0.869187474030144
2026-04-24,775.0,1000.0,1000.0,928.5714285714286,869.1874740301439,0.9285714285714286,0.869187474030144
2026-04-25,750.0,1100.0,1100.0,1021.4285714285714,956.1062214331583,0.9285714285714286,0.869187474030144
2026-04-27,800.0,1100.0,1100.0,1021.4285714285714,956.1062214331583,0.9285714285714286,0.869187474030144
